ID,Name,Gender,Age,OverAllRating,ReviewType,ReviewTitle,Benefits,Money,Experience,Purchase,claimsProcess,SpeedResolution,Fairness,ReviewDate,Review,Recommend,ColCount,,,,
532,colo,Male,65 or over,5,Buyer review,home insurance,4,5,4,4,NA,NA,NA,8/1/2014,"good value for money
better than any other companies",I would recommend  to a friend,18,,,,
533,NA,Male,55 to 64,1,Claim review,Appalling Service from start to finish!,NA,NA,1,NA,1,1,2,8/1/2014,"A company I would not recommend. After the very first encounter which was OK it went from bad to worse.
Poor communication did not adhere to timetable for repairs. Slow or no responses to phone calls. Had to chase and chase making around 60 - 100 phone calls!! Did offer compensation at many stages (ask yourselves WHY??) and admitted giving poor service several times but this was of no help in getting my house back to a liveable state. All in all an experience I never want to go through again. Will NEVER use  again!",NA,18,,,,
534,Happycustomer,Male,55 to 64,5,Buyer review,Customer Service,5,5,5,5,NA,NA,NA,8/1/2014,Telephone call received after internet quote was not pushy but informative and allowed me to ask direct questions I had not been able to on line. An arranged call back happened at the time arranged and the completion of the policy was straight forward. Would recommend  for new home insurance policies due to cost but also service.,I would recommend  to a friend,18,,,,
535,grumpsies,Male,65 or over,5,Buyer review,satisfaction,4,5,4,5,NA,NA,NA,8/1/2014,Although  are not on any comparison webb sites I found them to be very competetive for both car and home insurance. For the first time I have moved from my previous insurers who I have been with for many years and will continue with  if they continue to be as competetive,I would recommend  to a friend,18,,,,
536,chips,Male,55 to 64,5,Buyer review,So helpful,5,5,5,5,NA,NA,NA,8/1/2014,With my house renewal only days away i started to browse on line for cover as always happens you get a popup asking if you would like web chat which puts me off a bit so i usually close that site and go else where I think  may have also done that after about a hour and getting nowhere When i got a phone call from  the young lady i spoke to was really helpful went through every detail gave sound advice when asked i got the exact cover i required at a very good price. They also offered to send all relevant paper work through the post so i could read it through at my leisure also saving me having to print every thing off.,I would recommend  to a friend,18,,,,
537,Talktalk,Male,65 or over,4,Buyer review,Customer Focussed,4,4,4,4,NA,NA,NA,8/1/2014," contact was pleasant and knowledgeable.
Was patient in my many questions on individual cover and priced the product competitively.
Enabled me to add Home cover to my Car cover at a discounted rate.",I would recommend  to a friend,18,,,,
538,ELRD12BJM,Male,55 to 64,5,Buyer review,AS EASY AS IT CAN GET,4,5,5,5,NA,NA,NA,8/1/2014,LOGGED IN FILLED IN DETAILS GOT A PRICE  PHONED RE A COUPLE OF MINOR QUESTIONS THEN SIGNED UP ON LINE COULDNT HAVE BEEN EASIER.,I would recommend  to a friend,18,,,,
539,ales,Male,45 to 54,5,Buyer review,home and contents insurance,5,5,4,5,NA,NA,NA,8/1/2014,Pleased with the deal I have got from  - same cover as my previous insurer but considerably less paid this year. Very good website and easy to use. Hopefully If I have to claim the response will be as good - Im sure it will be,I would recommend  to a friend,18,,,,
540,Ammonite,Male,65 or over,4,Buyer review,Providers need to think before customers say no,4,5,4,4,NA,NA,NA,8/1/2014,Having been happy to place my business elsewhere for three years the apparently inevitable hike in price arrived at renewal. Looking at the policies from  was simple. straightforward and resulted in significant savings. When will companies understand that offering to \see what we can do\ when you tell them that they are no longer required they try to take advantage comment wont apply to  in the future.,I would recommend  to a friend,18,,,,
541,Presious,NA,45 to 54,4,Buyer review,Great speedy customer service,4,5,5,5,NA,NA,NA,8/1/2014,I found the experience with  excellent they were able to deal with my query quickly.,I would recommend  to a friend,18,,,,
542,farmhouse,Male,45 to 54,4,Buyer review,Best value switch,3,4,4,4,NA,NA,NA,8/1/2014,"Switched my house & contents insurance to  because discounts offered made it Best Value. Already have  multi-car and travel insurance - so good % off list price which was already competitive. Previous provider had pushed premiums up and wouldnt shift so here I am!
Even when I messed up with a specific promotion the person on the phone found a quick solution. Good service.",I would recommend  to a friend,18,,,,
543,pgj4,Male,55 to 64,5,Buyer review,Great value and service A1,5,5,5,5,NA,NA,NA,8/1/2014,"I have all my insurance with  now House Car and Pet
The reason for this VERY competitive honest and overall Excellent always in touch to advise for eg. advise if affected by floods
Would highly recommend.",I would recommend  to a friend,18,,,,
544,lucycat,Female,45 to 54,5,Buyer review,great value,5,5,5,5,NA,NA,NA,8/1/2014,Such a pain free experience! Got great deal with more benefits than I expected for better price than I expected too!,I would recommend  to a friend,18,,,,
545,Patch43,Male,55 to 64,4,Buyer review,Customer service,4,4,5,5,NA,NA,NA,8/1/2014,I needed home insurance and checked with  expecting all the usual shpill. What I got was someone very helpful giving me all the details I needed and letting me make up my own mind without pressure. At least that way if Id made a mistake it would have been my own. Luckily no mistake has been made and Ive been impressed both with their service and value. Would I use them again? You bet.,I would recommend  to a friend,18,,,,
546,trebor,Male,45 to 54,5,Buyer review,Great Cover and Great service,5,5,5,5,NA,NA,NA,8/1/2014, is an easy company to deal with and provides great cover at good prices.,I would recommend  to a friend,18,,,,
547,Phillips,Male,65 or over,5,Buyer review,Good online experience,4,4,5,5,NA,NA,NA,8/1/2014,The details shown on line appear to be clear and easy to understand. The cover offered meets all my needs at a reasonable price.,I would recommend  to a friend,18,,,,
548,Harry,Male,35 to 44,4,Buyer review,insurance review,4,4,4,5,NA,NA,NA,8/1/2014,Cant really review insurance fully until youve been through the claims procedure but the purchase experience was all fine - very good call centre staff. I have my car and home insurance with  and Im very pleased with the members area of the website and the online documents...5 stars for that bit!,I would recommend  to a friend,18,,,,
549,Shaka,Male,45 to 54,5,Claim review,Little Drama in a Crisis,NA,NA,5,NA,5,5,5,8/1/2014,"Being flooded is no joke.
We were very fortunate in only sustaining minimal damage to a garage in the main.
Some neighbours were not.
Our claim was handled quickly sympathetically and fairly.
The Contractors used were all helpful and courteous.
Really gratifying and what we bought Insurance for.
Thank-you!",I would recommend  to a friend,18,,,,
550,SPARKY,Male,55 to 64,5,Buyer review,SO EASY!!!,5,5,5,5,NA,NA,NA,8/1/2014,Well to be honest I did shop around many companies!!! In the end  stood head and shoulders above all the competion!!! It was a pleasure in the end to talk to people who knew exactly what the customer wants & needs!! I would recommend  to anyone who wants to treated with decency and courtesy!! Thank you !!!,I would recommend  to a friend,18,,,,
551,penguine,Female,65 or over,2,Claim review,Too many hiccups,NA,NA,2,NA,2,2,5,7/1/2014,When I first rang to make a claim for a leak in our hot water tank I was given the impression that one person would be dealing with it. In fact I spoke to a different person every time I chased the claim. As there were several problems this was not good though everybody did their best The claim was cancelled without our knowledge during the first week. We had Marley tiles under the tank which contain asbestos. One man said he was happy to leave them so we agreed (hence he cancelled the claim) but the drying machine man said he could not dry us out without the tiles being tested so a couple of weeks were wasted and so it went on. We eventually got dried out and the claim resolved. I felt I had to chase  the whole time in order to get something done and. there was lack of communication with the services needed to deal with the claim.,I would recommend  to a friend,18,,,,
552,Vita,Female,65 or over,3,Buyer review,Disability Awareness,2,2,1,2,NA,NA,NA,6/1/2014,"I wish to praise  for their deaf awareness and willingness to communicate with deaf customers by email when they are unable to use the phone. This is a huge advantage and the policy was made online very smoothly. However the follow up service was a let down. Two queries about the content of the policy were ignored and I am still waiting for clarification of the issues raised in my email from the home insurance department.
Customer services has been excellent and have tried to help.
I would recommend  to deaf people and there are 7 million in the UK if I could have a more positive response to email enquiries. The 2010 Equalities Act expects services to offer the same standards to disabled people as they do to others. If questions can be answered on the phone immediately then hopefully  will endeavour to make email responses equally efficient.",NA,18,,,,
553,19tobby56,Male,55 to 64,5,Buyer review,Great customer service,NA,NA,NA,NA,NA,NA,NA,26/12/2013,"I was very impressed with the customer service 
very helpful and explained the policy in great detail.",I would recommend  to a friend,18,,,,
